Fecha,AGU_S,AGU_I,AGU_L,AGU,AGU_R,AGU_D,BCN_S,BCN_I,BCN_L,BCN,BCN_R,BCN_D,BCS_S,BCS_I,BCS_L,BCS,BCS_R,BCS_D,CAM_S,CAM_I,CAM_L,CAM,CAM_R,CAM_D,CHP_S,CHP_I,CHP_L,CHP,CHP_R,CHP_D,CHH_S,CHH_I,CHH_L,CHH,CHH_R,CHH_D,CMX_S,CMX_I,CMX_L,CMX,CMX_R,CMX_D,COA_S,COA_I,COA_L,COA,COA_R,COA_D,COL_S,COL_I,COL_L,COL,COL_R,COL_D,DUR_S,DUR_I,DUR_L,DUR,DUR_R,DUR_D,GUA_S,GUA_I,GUA_L,GUA,GUA_R,GUA_D,GRO_S,GRO_I,GRO_L,GRO,GRO_R,GRO_D,HID_S,HID_I,HID_L,HID,HID_R,HID_D,JAL_S,JAL_I,JAL_L,JAL,JAL_R,JAL_D,MIC_S,MIC_I,MIC_L,MIC,MIC_R,MIC_D,MOR_S,MOR_I,MOR_L,MOR,MOR_R,MOR_D,MEX_S,MEX_I,MEX_L,MEX,MEX_R,MEX_D,NAY_S,NAY_I,NAY_L,NAY,NAY_R,NAY_D,NLE_S,NLE_I,NLE_L,NLE,NLE_R,NLE_D,OAX_S,OAX_I,OAX_L,OAX,OAX_R,OAX_D,PUE_S,PUE_I,PUE_L,PUE,PUE_R,PUE_D,QUE_S,QUE_I,QUE_L,QUE,QUE_R,QUE_D,ROO_S,ROO_I,ROO_L,ROO,ROO_R,ROO_D,SLP_S,SLP_I,SLP_L,SLP,SLP_R,SLP_D,SIN_S,SIN_I,SIN_L,SIN,SIN_R,SIN_D,SON_S,SON_I,SON_L,SON,SON_R,SON_D,TAB_S,TAB_I,TAB_L,TAB,TAB_R,TAB_D,TAM_S,TAM_I,TAM_L,TAM,TAM_R,TAM_D,TLA_S,TLA_I,TLA_L,TLA,TLA_R,TLA_D,VER_S,VER_I,VER_L,VER,VER_R,VER_D,YUC_S,YUC_I,YUC_L,YUC,YUC_R,YUC_D,ZAC_S,ZAC_I,ZAC_L,ZAC,ZAC_R,ZAC_D,Susp,Pos_I,Pos_L,Pos,Pos_rep,Susp_rep,Neg_rep,IRAG_Test,Tested_tot,Recovered,Deceased
2020-05-26,94,,,686,,30,942,,,4484,,740,115,,,534,,32,130,,,549,,66,353,,,1254,,84,1248,,,1280,,272,7631,,,25171,,2166,1840,,,922,,67,45,,,114,,19,186,,,243,,27,666,,,1196,,96,1008,,,1305,,189,186,,,1425,,240,696,,,1312,,125,746,,,1522,,132,203,,,1181,,248,5068,,,8245,,943,86,,,437,,45,2108,,,1227,,71,475,,,1092,,114,1414,,,2343,,268,199,,,788,,84,188,,,1671,,304,209,,,742,,41,748,,,2827,,427,1098,,,1496,,84,946,,,3355,,424,1700,,,1313,,89,239,,,863,,134,892,,,3173,,416,354,,,1564,,128,65,,,246,,29,31878,,,74560,,,,,,,8134
2020-05-27,129,,,726,,32,941,,,4659,,773,157,,,542,,32,126,,,583,,70,366,,,1362,,101,1241,,,1358,,286,8466,,,26137,,2313,1889,,,970,,72,38,,,125,,21,220,,,272,,32,821,,,1248,,101,1074,,,1360,,210,240,,,1459,,247,873,,,1370,,128,693,,,1641,,143,209,,,1218,,250,4316,,,8906,,1002,101,,,457,,46,2212,,,1293,,76,523,,,1127,,121,1531,,,2475,,307,241,,,835,,89,178,,,1717,,323,245,,,794,,46,927,,,2917,,431,1377,,,1526,,88,1133,,,3484,,436,1511,,,1373,,95,186,,,953,,135,1101,,,3281,,430,423,,,1599,,132,78,,,256,,29,33566,,,78023,,,,,,,8597
2020-05-28,137,,,779,,33,951,,,4845,,808,158,,,552,,33,115,,,621,,76,461,,,1427,,114,1371,,,1402,,293,8888,,,27319,,2427,2075,,,984,,73,36,,,132,,21,216,,,297,,33,869,,,1330,,101,1040,,,1523,,232,254,,,1526,,264,1027,,,1452,,133,737,,,1743,,150,201,,,1254,,259,4629,,,9134,,1046,104,,,479,,49,2496,,,1329,,80,516,,,1169,,130,1601,,,2678,,335,289,,,867,,95,178,,,1765,,337,310,,,823,,49,1008,,,3030,,448,1719,,,1562,,91,1179,,,3674,,470,1548,,,1454,,97,293,,,955,,137,1294,,,3370,,460,370,,,1658,,139,61,,,267,,31,36131,,,81400,,,,,,,9044
2020-05-29,171,,,807,,33,949,,,4953,,821,156,,,578,,34,150,,,635,,81,523,,,1523,,125,1332,,,1505,,305,9330,,,28397,,2536,2239,,,1021,,75,44,,,133,,21,278,,,313,,34,1022,,,1396,,105,1107,,,1582,,242,311,,,1582,,287,1244,,,1546,,136,755,,,1846,,153,214,,,1280,,262,5127,,,9365,,1087,117,,,500,,51,2727,,,1366,,85,595,,,1233,,141,1719,,,2866,,346,298,,,889,,100,179,,,1804,,341,256,,,856,,49,1102,,,3139,,460,1846,,,1716,,102,1302,,,3876,,485,1611,,,1517,,102,309,,,979,,147,1400,,,3458,,495,372,,,1693,,142,61,,,273,,32,38846,,,84627,,,,,,,9415
2020-05-30,160,,,826,,35,867,,,5106,,864,178,,,590,,35,126,,,664,,83,468,,,1666,,131,1305,,,1568,,314,8746,,,29205,,2621,2430,,,1090,,77,45,,,137,,21,260,,,354,,37,1009,,,1479,,107,1023,,,1762,,261,295,,,1657,,299,1123,,,1686,,139,820,,,1907,,163,134,,,1341,,262,5545,,,9464,,1148,95,,,526,,52,2988,,,1377,,87,581,,,1315,,148,1736,,,2940,,349,263,,,937,,104,211,,,1839,,347,257,,,888,,50,1109,,,3275,,488,2018,,,1765,,109,1302,,,4015,,508,1711,,,1567,,107,314,,,1004,,148,1465,,,3515,,506,333,,,1768,,146,77,,,279,,33,38994,,,87512,,,,,,,9779
2020-05-31,179,,,826,,35,889,,,5154,,865,146,,,614,,35,135,,,684,,90,356,,,1821,,135,1194,,,1616,,318,7658,,,30103,,2658,2601,,,1090,,81,40,,,146,,21,195,,,373,,37,719,,,1650,,107,1052,,,1826,,266,333,,,1688,,304,998,,,1787,,143,826,,,1951,,165,148,,,1341,,265,5181,,,9855,,1159,94,,,555,,53,3139,,,1423,,88,602,,,1397,,152,1533,,,3076,,350,209,,,982,,105,186,,,1871,,352,234,,,937,,51,1014,,,3437,,501,1818,,,1990,,111,1253,,,4149,,520,1958,,,1569,,108,250,,,1043,,148,1489,,,3604,,518,316,,,1819,,155,58,,,287,,34,36803,,,90664,,,,,,,9930
2020-06-01,235,,,851,,35,943,,,5207,,871,193,,,626,,35,84,,,709,,91,387,,,1879,,136,1317,,,1627,,328,7902,,,30987,,2713,2768,,,1093,,81,51,,,149,,21,210,,,390,,37,774,,,1697,,112,1134,,,1882,,272,333,,,1743,,318,1202,,,1826,,151,902,,,1987,,169,194,,,1347,,270,5537,,,10095,,1168,52,,,597,,59,3087,,,1488,,96,605,,,1490,,162,1690,,,3148,,359,230,,,998,,108,175,,,1915,,355,253,,,963,,54,974,,,3595,,522,1912,,,2040,,116,1167,,,4334,,533,2151,,,1660,,109,306,,,1063,,150,1315,,,3894,,537,362,,,1859,,164,52,,,296,,35,38497,,,93435,,,,,,,10167
2020-06-02,239,,,900,,35,1049,,,5313,,879,219,,,643,,35,126,,,712,,92,509,,,1957,,146,1423,,,1697,,340,9360,,,31850,,2850,3060,,,1178,,81,64,,,154,,26,352,,,397,,42,799,,,1900,,116,1181,,,1981,,286,287,,,1876,,329,1209,,,2052,,167,1059,,,2064,,175,224,,,1380,,273,5850,,,10454,,1205,79,,,610,,68,3275,,,1530,,99,624,,,1599,,166,1895,,,3280,,392,253,,,1026,,114,206,,,1945,,363,337,,,989,,57,1164,,,3713,,548,1983,,,2229,,132,962,,,4630,,562,2372,,,1748,,116,307,,,1103,,151,1299,,,4195,,581,323,,,1915,,173,62,,,306,,38,42151,,,97326,,,,,,,10637
2020-06-03,228,,,950,,36,1057,,,5545,,1013,164,,,679,,35,133,,,735,,94,674,,,1982,,162,1535,,,1730,,358,10151,,,32906,,3214,3279,,,1260,,88,63,,,167,,27,355,,,461,,44,901,,,2037,,122,1297,,,2062,,305,260,,,1989,,365,1585,,,2166,,183,1113,,,2161,,194,184,,,1405,,281,6061,,,10824,,1305,113,,,624,,75,3450,,,1634,,103,608,,,1746,,198,1902,,,3489,,433,224,,,1084,,124,228,,,1999,,393,310,,,1030,,57,1201,,,3917,,624,2150,,,2358,,142,973,,,4829,,592,2382,,,1811,,126,344,,,1135,,155,1551,,,4250,,649,315,,,1957,,192,78,,,316,,39,44869,,,101238,,,,,,,11728
2020-06-04,152,,,1047,,38,1047,,,5689,,1137,156,,,695,,38,121,,,779,,103,637,,,2096,,170,1535,,,1769,,372,10596,,,34243,,3456,3545,,,1313,,88,65,,,178,,29,362,,,491,,47,1070,,,2161,,125,1460,,,2081,,332,252,,,2052,,374,1725,,,2320,,192,1270,,,2257,,206,222,,,1423,,288,5959,,,11388,,1475,109,,,665,,78,3825,,,1734,,105,654,,,1856,,205,1958,,,3658,,463,253,,,1123,,127,209,,,2061,,401,361,,,1093,,60,1293,,,4050,,646,2225,,,2566,,156,998,,,5021,,610,2432,,,1869,,129,337,,,1189,,170,1515,,,4468,,682,245,,,2010,,202,71,,,335,,41,46659,,,105680,,,,,,,12545
2020-06-05,194,,,1086,,48,1095,,,5867,,1200,143,,,716,,41,178,,,787,,103,609,,,2219,,176,1586,,,1804,,376,10311,,,35685,,3631,3740,,,1357,,91,64,,,193,,29,368,,,529,,49,1280,,,2309,,134,1450,,,2245,,347,317,,,2101,,386,1796,,,2474,,213,1455,,,2356,,220,203,,,1475,,295,6345,,,11801,,1531,102,,,692,,81,4173,,,1766,,109,771,,,1970,,215,2006,,,3858,,525,217,,,1181,,139,205,,,2105,,411,391,,,1131,,62,1375,,,4253,,673,2580,,,2616,,165,1334,,,5091,,626,2336,,,1974,,140,388,,,1232,,183,1487,,,4755,,721,211,,,2057,,207,112,,,341,,43,48822,,,110026,,,,,,,13170
2020-06-06,202,,,1117,,51,991,,,6059,,1230,185,,,735,,43,150,,,826,,105,467,,,2422,,192,1586,,,1826,,383,10003,,,36534,,3696,3748,,,1432,,92,67,,,202,,30,360,,,556,,53,1397,,,2422,,136,1468,,,2336,,360,292,,,2171,,394,1553,,,2679,,229,1658,,,2368,,223,187,,,1508,,296,6473,,,11957,,1548,115,,,721,,85,4411,,,1807,,126,742,,,2062,,224,2011,,,4068,,553,186,,,1232,,145,157,,,2151,,418,418,,,1198,,65,1431,,,4421,,684,2680,,,2755,,176,1054,,,5317,,640,2106,,,2103,,148,326,,,1290,,186,1549,,,4884,,748,195,,,2097,,208,105,,,363,,44,48273,,,113619,,,,,,,13511
2020-06-07,230,,,1117,,51,883,,,6173,,1245,185,,,746,,43,129,,,856,,105,407,,,2545,,198,1400,,,1907,,385,9175,,,37278,,3729,3742,,,1524,,95,55,,,211,,31,246,,,619,,53,1304,,,2532,,138,1449,,,2467,,371,235,,,2249,,402,1355,,,2849,,241,1530,,,2528,,228,137,,,1544,,298,6165,,,12186,,1563,91,,,756,,86,4430,,,1926,,130,672,,,2181,,232,1720,,,4297,,564,212,,,1253,,148,165,,,2168,,418,426,,,1237,,65,1350,,,4569,,708,2705,,,2871,,177,1011,,,5497,,650,1727,,,2204,,156,349,,,1304,,187,1534,,,5009,,750,208,,,2127,,208,90,,,373,,44,45317,,,117103,,,,,,,13699
2020-06-08,203,,,1175,,53,937,,,6223,,1257,140,,,767,,45,158,,,891,,106,527,,,2544,,208,1471,,,1916,,386,9704,,,38060,,3804,3961,,,1573,,100,69,,,214,,32,269,,,648,,53,1424,,,2587,,141,1531,,,2476,,379,290,,,2266,,405,1319,,,3023,,257,1539,,,2608,,235,197,,,1544,,298,6484,,,12513,,1621,82,,,781,,87,4059,,,1978,,130,704,,,2293,,236,1830,,,4436,,613,204,,,1293,,158,198,,,2186,,422,398,,,1308,,69,1251,,,4779,,732,2861,,,2937,,180,836,,,5695,,665,1461,,,2331,,158,294,,,1375,,192,1559,,,5153,,774,320,,,2147,,211,118,,,382,,46,46398,,,120102,,,,,,,14053
2020-06-09,246,,,1237,,56,943,,,6385,,1302,200,,,793,,47,170,,,912,,111,492,,,2710,,221,1522,,,1962,,403,11279,,,38993,,3941,4387,,,1622,,104,82,,,222,,33,434,,,674,,54,1540,,,2752,,145,1608,,,2578,,418,348,,,2318,,413,1502,,,3253,,272,1293,,,2904,,245,268,,,1571,,312,6753,,,13053,,1651,111,,,804,,90,4024,,,2019,,131,794,,,2363,,250,2263,,,4567,,652,224,,,1330,,168,236,,,2224,,442,410,,,1384,,79,1499,,,4883,,774,2958,,,3195,,203,1133,,,5778,,685,1501,,,2428,,166,345,,,1407,,197,1592,,,5389,,815,377,,,2193,,219,143,,,398,,50,50677,,,124301,,,,,,,14649
2020-06-10,369,,,1266,,59,999,,,6525,,1387,161,,,851,,47,231,,,947,,116,548,,,2798,,243,1530,,,2071,,416,12099,,,40117,,4106,4686,,,1671,,105,76,,,238,,34,543,,,712,,56,1604,,,2970,,159,1443,,,2798,,477,263,,,2439,,430,1727,,,3342,,284,1533,,,3018,,257,226,,,1637,,319,6638,,,13879,,1761,108,,,835,,96,4047,,,2128,,136,895,,,2420,,266,2442,,,4818,,667,216,,,1385,,170,238,,,2272,,448,553,,,1432,,83,1626,,,5080,,800,3292,,,3261,,216,1297,,,5979,,693,1608,,,2540,,174,399,,,1444,,204,1672,,,5613,,870,378,,,2280,,225,161,,,418,,53,53608,,,129184,,,,,,,15357
2020-06-11,416,,,1338,,67,947,,,6708,,1418,176,,,900,,48,177,,,1008,,122,613,,,2890,,254,1570,,,2101,,430,12871,,,41261,,4266,4534,,,1866,,115,78,,,250,,36,549,,,759,,59,1717,,,3091,,171,1408,,,2924,,496,338,,,2492,,433,1748,,,3547,,310,1416,,,3232,,262,246,,,1677,,326,6595,,,14546,,1813,129,,,871,,101,4323,,,2229,,152,944,,,2498,,289,2519,,,5065,,693,211,,,1425,,174,268,,,2317,,456,560,,,1536,,84,1751,,,5210,,835,3469,,,3433,,230,1593,,,6120,,711,1853,,,2615,,180,427,,,1501,,215,1758,,,5779,,911,376,,,2334,,232,120,,,451,,55,55700,,,133974,,,,,,,15944
2020-06-12,386,,,1421,,69,1009,,,6860,,1439,257,,,905,,48,235,,,1031,,127,566,,,3031,,264,1575,,,2148,,449,13122,,,42746,,4401,4238,,,1897,,123,92,,,262,,36,524,,,845,,65,1828,,,3260,,178,1495,,,3065,,512,293,,,2581,,449,1826,,,3742,,319,1507,,,3385,,268,264,,,1725,,334,7048,,,15071,,1885,156,,,913,,108,4005,,,2340,,156,757,,,2748,,320,2651,,,5241,,717,214,,,1456,,182,264,,,2372,,459,646,,,1584,,86,1951,,,5333,,852,3671,,,3593,,244,1845,,,6311,,716,1868,,,2846,,188,390,,,1569,,222,1748,,,6005,,937,383,,,2417,,240,114,,,493,,55,56928,,,139196,,,,,,,16448
2020-06-13,406,,,1450,,70,1028,,,6949,,1471,279,,,943,,49,260,,,1071,,133,594,,,3071,,289,1483,,,2221,,455,12772,,,43559,,4503,4475,,,1921,,130,80,,,274,,39,464,,,912,,73,1848,,,3410,,184,1469,,,3164,,534,337,,,2631,,456,1739,,,3916,,327,1684,,,3468,,272,268,,,1755,,334,7275,,,15285,,1931,141,,,947,,110,3845,,,2462,,165,722,,,2888,,331,2445,,,5469,,728,227,,,1485,,188,252,,,2429,,464,630,,,1667,,89,2111,,,5382,,867,3832,,,3714,,256,1683,,,6505,,727,1950,,,3003,,199,309,,,1636,,222,1813,,,6113,,973,364,,,2482,,246,141,,,508,,57,56926,,,142690,,,,,,,16872
2020-06-14,437,,,1450,,70,1071,,,6991,,1510,146,,,974,,50,223,,,1109,,135,563,,,3165,,291,1405,,,2270,,458,11317,,,44683,,4553,4418,,,1979,,132,70,,,291,,39,365,,,965,,73,1787,,,3513,,189,1464,,,3247,,544,290,,,2691,,464,1491,,,4079,,335,1577,,,3546,,277,217,,,1789,,335,6963,,,15675,,1952,126,,,984,,111,3333,,,2552,,165,630,,,3024,,340,2233,,,5662,,733,169,,,1541,,195,197,,,2491,,467,606,,,1726,,90,1859,,,5651,,879,3809,,,3860,,273,1490,,,6709,,736,2008,,,3112,,201,354,,,1644,,228,1539,,,6421,,1011,338,,,2521,,248,141,,,522,,57,52636,,,146837,,,,,,,17141
2020-06-15,516,,,1487,,71,1035,,,7153,,1536,188,,,984,,51,229,,,1144,,137,586,,,3227,,300,1456,,,2279,,466,11458,,,45439,,4664,3286,,,2064,,135,82,,,299,,40,495,,,975,,75,1769,,,3583,,196,1386,,,3401,,574,292,,,2749,,472,1575,,,4173,,348,1621,,,3658,,287,224,,,1807,,336,7566,,,15906,,2005,153,,,1000,,113,3007,,,2895,,180,580,,,3142,,362,2520,,,5749,,735,160,,,1573,,203,281,,,2497,,474,723,,,1728,,91,1842,,,5870,,907,3966,,,3956,,282,1603,,,6939,,747,2173,,,3151,,207,388,,,1691,,233,1539,,,6621,,1039,406,,,2578,,256,112,,,546,,58,53217,,,150264,,,,,,,17580
2020-06-16,398,,,1582,,84,1145,,,7241,,1594,223,,,1022,,56,260,,,1169,,140,607,,,3316,,307,1444,,,2343,,492,13064,,,46178,,4821,3025,,,2300,,137,93,,,309,,41,732,,,992,,75,1711,,,3923,,204,1368,,,3536,,599,328,,,2819,,481,1752,,,4326,,363,1989,,,3719,,307,285,,,1838,,349,7673,,,16621,,2109,161,,,1045,,125,2931,,,3003,,188,695,,,3263,,385,2853,,,5984,,779,199,,,1622,,212,313,,,2547,,487,753,,,1859,,92,1997,,,5962,,933,4393,,,3984,,306,1702,,,7148,,758,2075,,,3424,,218,410,,,1725,,240,1689,,,6823,,1091,374,,,2684,,275,201,,,556,,62,56843,,,154863,,,,,,,18310
2020-06-17,422,,,1641,,93,1292,,,7364,,1617,283,,,1037,,61,315,,,1209,,142,659,,,3358,,321,1409,,,2401,,503,13717,,,47098,,5042,3020,,,2374,,141,98,,,326,,42,645,,,1088,,93,1914,,,4108,,215,1408,,,3678,,649,226,,,2939,,497,1828,,,4535,,404,1756,,,4040,,324,279,,,1896,,355,7944,,,17130,,2222,167,,,1088,,126,2881,,,3257,,196,795,,,3391,,397,3006,,,6374,,825,189,,,1662,,215,289,,,2643,,498,691,,,1942,,98,2214,,,6036,,953,4813,,,4042,,312,1843,,,7374,,774,2264,,,3558,,232,400,,,1776,,243,1716,,,7084,,1123,365,,,2769,,301,228,,,575,,66,59076,,,159793,,,,,,,19080
2020-06-18,428,,,1707,,98,1289,,,7528,,1638,214,,,1104,,63,369,,,1268,,150,684,,,3454,,329,1429,,,2443,,526,13159,,,48614,,5184,3085,,,2499,,145,113,,,342,,42,626,,,1175,,96,2053,,,4371,,221,1430,,,3792,,672,274,,,2987,,505,1925,,,4694,,426,1680,,,4232,,341,246,,,1945,,361,8074,,,17630,,2343,161,,,1127,,137,2829,,,3414,,215,862,,,3506,,417,3168,,,6688,,879,198,,,1702,,221,314,,,2719,,500,716,,,2044,,101,2291,,,6170,,967,4752,,,4376,,331,2055,,,7641,,815,2416,,,3774,,243,474,,,1801,,247,1917,,,7240,,1160,359,,,2864,,305,188,,,604,,69,59778,,,165455,,,,,,,19747
2020-06-19,391,,,1783,,106,1343,,,7686,,1683,306,,,1110,,64,404,,,1321,,155,699,,,3519,,357,1441,,,2479,,537,12889,,,49851,,5314,3334,,,2623,,152,124,,,356,,43,681,,,1242,,100,2262,,,4611,,232,1402,,,3917,,689,231,,,3075,,522,2081,,,4830,,432,1937,,,4340,,353,250,,,1982,,366,8660,,,18029,,2457,171,,,1170,,140,3053,,,3491,,228,848,,,3710,,428,3162,,,7168,,916,224,,,1734,,223,324,,,2778,,507,826,,,2084,,102,2330,,,6347,,990,4856,,,4620,,356,2214,,,7866,,841,2684,,,3888,,261,499,,,1838,,255,2063,,,7422,,1196,391,,,2981,,318,165,,,634,,71,62245,,,170485,,,,,,,20394
2020-06-20,354,,,1845,,109,1299,,,7841,,1734,241,,,1171,,64,447,,,1368,,157,697,,,3570,,364,1426,,,2538,,553,11748,,,50881,,5378,3350,,,2746,,155,113,,,367,,43,514,,,1330,,103,2354,,,4844,,247,1353,,,4061,,710,259,,,3130,,533,2144,,,4958,,441,1886,,,4536,,361,203,,,2017,,372,8871,,,18295,,2502,162,,,1221,,144,2979,,,3647,,235,813,,,3840,,438,3196,,,7455,,930,223,,,1783,,225,291,,,2838,,510,823,,,2186,,101,2342,,,6495,,1005,4917,,,4798,,365,2108,,,8185,,859,2498,,,4006,,270,434,,,1901,,258,2056,,,7614,,1220,417,,,3073,,323,103,,,662,,72,60621,,,175202,,,,,,,20781
2020-06-21,300,,,1903,,110,1289,,,7919,,1741,181,,,1205,,65,356,,,1440,,157,682,,,3676,,374,1294,,,2619,,557,10537,,,51696,,5451,3332,,,2868,,157,91,,,389,,44,355,,,1373,,106,2388,,,4978,,250,1306,,,4168,,721,234,,,3188,,551,2003,,,5130,,461,2034,,,4550,,364,174,,,2203,,532,8032,,,19459,,3092,96,,,1289,,151,3012,,,3765,,239,794,,,3981,,449,3013,,,7763,,941,188,,,1805,,227,196,,,2930,,514,766,,,2257,,101,2140,,,6701,,1020,4912,,,4937,,372,1881,,,8444,,897,2432,,,4161,,275,369,,,1955,,259,1755,,,7958,,1248,370,,,3153,,327,78,,,682,,72,56590,,,180545,,,,,,,21825
2020-06-22,297,,,1935,,112,1279,,,8026,,1768,195,,,1238,,65,342,,,1500,,162,762,,,3746,,389,1349,,,2635,,563,11186,,,52175,,5515,3455,,,2913,,163,97,,,406,,47,440,,,1383,,106,2521,,,5058,,257,1242,,,4303,,743,232,,,3235,,557,1998,,,5260,,472,1866,,,4710,,376,211,,,2334,,625,8102,,,20330,,3415,152,,,1299,,153,2865,,,3924,,247,789,,,4070,,468,3158,,,7991,,966,190,,,1836,,238,306,,,2953,,517,557,,,2418,,107,2288,,,6789,,1032,4613,,,5360,,388,1800,,,8771,,909,2346,,,4390,,278,472,,,1958,,273,1646,,,8251,,1267,432,,,3235,,331,93,,,690,,75,57281,,,185122,,,,,,,22584
2020-06-23,338,,,1989,,114,1379,,,8191,,1794,303,,,1259,,67,403,,,1551,,166,829,,,3818,,401,1376,,,2662,,577,12008,,,52975,,5656,3627,,,3130,,168,99,,,434,,52,565,,,1403,,114,2321,,,5495,,280,1182,,,4488,,790,155,,,3357,,567,1944,,,5570,,492,2048,,,4837,,388,242,,,2409,,633,8567,,,20804,,3515,191,,,1336,,160,2873,,,4115,,254,938,,,4149,,487,3287,,,8563,,992,200,,,1858,,250,437,,,2992,,523,547,,,2483,,114,1829,,,7330,,1098,4215,,,6019,,484,1899,,,9015,,925,2574,,,4566,,288,471,,,2010,,274,1753,,,8495,,1335,373,,,3409,,339,133,,,698,,80,59106,,,191410,,,,,,,23377
2020-06-24,396,,,2066,,119,1567,,,8301,,1813,392,,,1271,,69,487,,,1618,,169,796,,,3924,,420,1309,,,2727,,591,12858,,,53757,,5938,4110,,,3236,,177,124,,,445,,57,683,,,1443,,125,2500,,,5749,,282,1163,,,4640,,810,206,,,3413,,585,1969,,,5760,,528,2100,,,5070,,401,290,,,2541,,639,8050,,,21759,,3711,205,,,1388,,162,3312,,,4213,,267,975,,,4346,,501,3575,,,8876,,1024,196,,,1898,,254,429,,,3125,,534,730,,,2536,,118,1885,,,7490,,1126,4568,,,6130,,554,1917,,,9280,,958,2671,,,4864,,303,522,,,2049,,281,1913,,,8673,,1373,460,,,3530,,355,117,,,729,,80,62475,,,196847,,,,,,,24324
2020-06-25,400,,,2103,,122,1697,,,8408,,1824,386,,,1308,,69,503,,,1694,,175,763,,,4034,,435,1206,,,2839,,610,12913,,,54854,,6116,4147,,,3479,,190,117,,,466,,58,680,,,1587,,132,2404,,,6176,,301,1260,,,4685,,820,184,,,3501,,600,2112,,,5923,,563,2007,,,5344,,415,353,,,2590,,640,7933,,,22500,,3873,207,,,1438,,168,3090,,,4614,,277,1068,,,4462,,513,3986,,,9151,,1101,193,,,1925,,257,456,,,3213,,543,966,,,2538,,123,2047,,,7587,,1147,4810,,,6319,,572,2043,,,9548,,970,2538,,,5109,,315,499,,,2138,,283,1985,,,8991,,1395,491,,,3676,,368,139,,,751,,85,63583,,,202951,,,,,,,25060
2020-06-26,341,,,2163,,129,1691,,,8628,,1854,312,,,1369,,69,535,,,1764,,181,778,,,4110,,464,1235,,,2911,,616,13402,,,55909,,6245,4337,,,3686,,197,115,,,492,,62,703,,,1675,,134,2445,,,6450,,327,1295,,,4783,,836,185,,,3568,,610,2144,,,6106,,603,2167,,,5450,,420,343,,,2636,,644,8517,,,22957,,4021,202,,,1486,,177,3648,,,4724,,294,956,,,4735,,535,4252,,,9440,,1155,187,,,1968,,260,493,,,3284,,551,853,,,2645,,132,2066,,,7782,,1169,5035,,,6498,,596,2147,,,9817,,990,2867,,,5249,,324,613,,,2171,,293,1927,,,9345,,1428,487,,,3813,,377,162,,,778,,86,66440,,,208392,,,,,,,25779
2020-06-27,310,,,2192,,134,1730,,,8789,,1873,359,,,1374,,70,511,,,1838,,188,822,,,4154,,490,1262,,,2947,,626,12764,,,56752,,6324,4368,,,3791,,201,111,,,511,,63,835,,,1707,,136,2878,,,6658,,334,1241,,,4898,,846,212,,,3640,,624,2235,,,6237,,620,2220,,,5536,,429,312,,,2715,,648,8679,,,23247,,4156,195,,,1543,,183,3621,,,4981,,298,979,,,4858,,554,4507,,,9672,,1181,174,,,1965,,266,449,,,3379,,556,649,,,2875,,142,2086,,,7819,,1218,5081,,,6764,,648,2047,,,10059,,998,3198,,,5411,,335,705,,,2173,,305,2075,,,9512,,1455,352,,,3995,,391,132,,,810,,89,67099,,,212802,,,,,,,26381
2020-06-28,242,,,2251,,134,1732,,,8864,,1883,296,,,1422,,70,431,,,1932,,193,754,,,4216,,503,1271,,,2957,,627,12049,,,57280,,6360,4155,,,4005,,210,103,,,540,,65,911,,,1751,,136,2824,,,6833,,342,1076,,,5027,,856,208,,,3679,,629,1948,,,6435,,636,2363,,,5563,,431,317,,,2729,,651,8384,,,23483,,4164,142,,,1609,,185,3382,,,5126,,298,990,,,4990,,559,4004,,,10083,,1213,167,,,1995,,270,449,,,3416,,562,512,,,3012,,144,2037,,,7913,,1236,5151,,,6884,,664,1961,,,10293,,1016,3087,,,5746,,346,646,,,2221,,307,2095,,,9624,,1474,341,,,4147,,393,115,,,826,,91,64143,,,216852,,,,,,,26648
2020-06-29,238,,,2289,,140,1821,,,8897,,1899,319,,,1472,,70,435,,,1984,,196,777,,,4260,,519,1254,,,3009,,635,13431,,,57750,,6456,4035,,,4288,,214,122,,,553,,69,1001,,,1790,,139,2806,,,7039,,348,1111,,,5153,,865,274,,,3698,,643,2149,,,6540,,662,2365,,,5625,,441,354,,,2745,,653,9338,,,23625,,4200,183,,,1631,,195,3086,,,5319,,309,1033,,,5083,,572,4092,,,10389,,1241,153,,,2044,,278,492,,,3518,,565,527,,,3050,,148,1908,,,8128,,1257,4965,,,7225,,689,1985,,,10534,,1032,3137,,,5853,,359,664,,,2282,,314,2230,,,9779,,1522,543,,,4233,,398,82,,,872,,93,66910,,,220657,,,,,,,27121
